test/mean_Q,test/success_rate,train/success_rate,train/episode,epoch,stats_o/std,stats_o/mean,stats_g/std,test/episode,stats_g/mean
-0.10090448707342148,1.0,0.7333333333333334,800.0,39,0.030722806230187416,0.2630724608898163,0.08673593401908875,800.0,0.8768178820610046
-0.0859687328338623,1.0,0.8666666666666666,820.0,40,0.03071936033666134,0.2630489468574524,0.08671659231185913,820.0,0.8767603039741516
-0.06924860179424286,1.0,0.6833333333333332,840.0,41,0.030729541555047035,0.26310795545578003,0.0867416262626648,840.0,0.8769941329956055
-0.08031626790761948,1.0,0.6833333333333332,860.0,42,0.030760765075683594,0.2630883455276489,0.08682585507631302,860.0,0.8769320845603943
-0.0633290708065033,1.0,0.7166666666666667,880.0,43,0.030749371275305748,0.263099730014801,0.08675570040941238,880.0,0.8769871592521667
-0.07962407916784286,1.0,0.7166666666666667,900.0,44,0.030745258554816246,0.26308971643447876,0.08671242743730545,900.0,0.8769367337226868
-0.08297619223594666,1.0,0.7000000000000001,920.0,45,0.03070373274385929,0.2630450427532196,0.08656012266874313,920.0,0.8767495155334473
-0.09148156642913818,1.0,0.7833333333333332,940.0,46,0.03073141537606716,0.2630593776702881,0.0866556167602539,940.0,0.8767690658569336
-0.0944371148943901,1.0,0.8166666666666668,960.0,47,0.030760476365685463,0.2630249559879303,0.08678188920021057,960.0,0.8766520619392395
-0.08740987628698349,1.0,0.75,980.0,48,0.030769696459174156,0.26308712363243103,0.08679783344268799,980.0,0.8768648505210876
-0.0839202031493187,1.0,0.6833333333333332,1000.0,49,0.030744561925530434,0.2631685137748718,0.08670738339424133,1000.0,0.877178966999054
