test/mean_Q,test/success_rate,stats_o/mean,train/episode,stats_g/std,test/episode,epoch,train/success_rate,stats_g/mean,stats_o/std
-12.913505554199219,0.6833333333333332,0.20336075127124786,4400.0,0.10341516137123108,880.0,43,0.38999999999999996,0.8457927703857422,0.10900933295488358
-19.52471351623535,0.5,0.20332437753677368,4500.0,0.10335317254066467,900.0,44,0.44333333333333336,0.8456590175628662,0.10942738503217697
-15.336613655090332,0.5666666666666667,0.2033187747001648,4600.0,0.10336563736200333,920.0,45,0.44999999999999996,0.8456377983093262,0.10967859625816345
-17.112699508666992,0.5,0.20329268276691437,4700.0,0.10331466048955917,940.0,46,0.47333333333333333,0.845550000667572,0.11003926396369934
-19.04380226135254,0.5,0.20324093103408813,4800.0,0.10328232496976852,960.0,47,0.48,0.845517098903656,0.11057659983634949
-13.227615356445312,0.6333333333333333,0.20325176417827606,4900.0,0.10333150625228882,980.0,48,0.47666666666666674,0.8454859852790833,0.11096903681755066
-17.490989685058594,0.5166666666666666,0.20321251451969147,5000.0,0.10331294685602188,1000.0,49,0.47333333333333333,0.8454415798187256,0.11119157820940018
-15.930737495422363,0.5333333333333333,0.20315535366535187,5100.0,0.1034473180770874,1020.0,50,0.41333333333333333,0.8456045985221863,0.11155492812395096
-17.048439025878906,0.5166666666666667,0.20310331881046295,5200.0,0.10356587171554565,1040.0,51,0.5166666666666667,0.8455408215522766,0.11180899292230606
-14.503209114074707,0.5833333333333334,0.20304757356643677,5300.0,0.10415443778038025,1060.0,52,0.48,0.8455565571784973,0.11225178092718124
-12.21570873260498,0.65,0.2030646651983261,5400.0,0.10424677282571793,1080.0,53,0.5266666666666666,0.8455276489257812,0.11250998824834824
-12.704795837402344,0.6499999999999999,0.20306117832660675,5500.0,0.104257732629776,1100.0,54,0.5066666666666667,0.8454532623291016,0.11280566453933716
-12.602784156799316,0.5666666666666668,0.20309460163116455,5600.0,0.10431014746427536,1120.0,55,0.47666666666666674,0.8455373644828796,0.11307409405708313
-14.589205741882324,0.5666666666666668,0.20313207805156708,5700.0,0.1043027713894844,1140.0,56,0.4666666666666666,0.8455407023429871,0.113320492208004
-13.516730308532715,0.6166666666666667,0.2031814455986023,5800.0,0.10444136708974838,1160.0,57,0.45,0.845536470413208,0.11347424238920212
-9.519861221313477,0.7666666666666666,0.20323485136032104,5900.0,0.10458638519048691,1180.0,58,0.48,0.8455944657325745,0.1137247160077095
-11.618995666503906,0.65,0.20322467386722565,6000.0,0.10478923469781876,1200.0,59,0.49333333333333335,0.8455570340156555,0.11407429724931717
-9.224251747131348,0.7000000000000001,0.2032284140586853,6100.0,0.10503756254911423,1220.0,60,0.49666666666666665,0.8455014228820801,0.11420455574989319
-10.86314868927002,0.6166666666666666,0.20325987040996552,6200.0,0.10524608939886093,1240.0,61,0.48333333333333334,0.8454743027687073,0.11451349407434464
-8.485682487487793,0.75,0.20330362021923065,6300.0,0.10531794279813766,1260.0,62,0.49333333333333335,0.8454859852790833,0.11464040726423264
-6.880473613739014,0.7000000000000001,0.20334500074386597,6400.0,0.10535666346549988,1280.0,63,0.5033333333333333,0.8455275893211365,0.11475100368261337
-8.779807090759277,0.6833333333333332,0.2033650279045105,6500.0,0.10543987154960632,1300.0,64,0.48666666666666664,0.8455458283424377,0.11481227725744247
-13.878944396972656,0.5666666666666667,0.2033814787864685,6600.0,0.10555624216794968,1320.0,65,0.48333333333333334,0.8455614447593689,0.11493595689535141
-9.150827407836914,0.7166666666666667,0.20342494547367096,6700.0,0.10561459511518478,1340.0,66,0.5033333333333333,0.8456161022186279,0.11511189490556717
-9.748824119567871,0.6499999999999999,0.20349256694316864,6800.0,0.10566803067922592,1360.0,67,0.5633333333333334,0.8457344174385071,0.11508074402809143
-8.66837215423584,0.7000000000000001,0.20348121225833893,6900.0,0.10569190233945847,1380.0,68,0.5466666666666667,0.845742404460907,0.11511024832725525
-8.626338005065918,0.6999999999999998,0.20350021123886108,7000.0,0.10570394992828369,1400.0,69,0.5299999999999999,0.8458366394042969,0.11510426551103592
-9.754093170166016,0.6666666666666666,0.20350925624370575,7100.0,0.10583863407373428,1420.0,70,0.5433333333333333,0.8458924293518066,0.11522841453552246
-5.467474460601807,0.7833333333333333,0.2035032957792282,7200.0,0.10595927387475967,1440.0,71,0.55,0.8459692001342773,0.11532703787088394
-5.626590728759766,0.85,0.2035006880760193,7300.0,0.105960913002491,1460.0,72,0.48666666666666664,0.8460598587989807,0.11529874801635742
-7.664919376373291,0.7666666666666666,0.20354372262954712,7400.0,0.10600855946540833,1480.0,73,0.5166666666666667,0.8461962342262268,0.11528287082910538
-4.80647611618042,0.8833333333333334,0.20358391106128693,7500.0,0.10605599731206894,1500.0,74,0.5466666666666667,0.8462978005409241,0.11527565121650696
-7.135355472564697,0.7333333333333334,0.20362646877765656,7600.0,0.10600500553846359,1520.0,75,0.6066666666666667,0.8464217185974121,0.11521992832422256
-6.02011251449585,0.8166666666666668,0.20365814864635468,7700.0,0.10607296973466873,1540.0,76,0.5466666666666667,0.8465085029602051,0.11529401689767838
-6.379268646240234,0.7833333333333333,0.2037220001220703,7800.0,0.10605919361114502,1560.0,77,0.5533333333333332,0.8466499447822571,0.11521729081869125
-6.868579864501953,0.7333333333333334,0.20375435054302216,7900.0,0.10612782835960388,1580.0,78,0.5466666666666666,0.8467825055122375,0.11525718122720718
-6.460935115814209,0.8000000000000002,0.20376400649547577,8000.0,0.10618183761835098,1600.0,79,0.5433333333333333,0.8468944430351257,0.1152874007821083
-6.918925762176514,0.7833333333333333,0.2038341760635376,8100.0,0.1062721237540245,1620.0,80,0.58,0.8469347953796387,0.11530078202486038
-7.4727463722229,0.7666666666666666,0.20389217138290405,8200.0,0.10630130022764206,1640.0,81,0.5333333333333333,0.8470038771629333,0.11523452401161194
-6.390761852264404,0.7666666666666667,0.2039375752210617,8300.0,0.106277234852314,1660.0,82,0.5499999999999999,0.847108781337738,0.11520259827375412
-5.695085048675537,0.7833333333333333,0.20399773120880127,8400.0,0.10633448511362076,1680.0,83,0.5033333333333333,0.8472443222999573,0.11522660404443741
-5.896114349365234,0.8333333333333334,0.20402304828166962,8500.0,0.10634837299585342,1700.0,84,0.5533333333333333,0.847353458404541,0.11524903029203415
-5.275308609008789,0.85,0.2040402740240097,8600.0,0.10638466477394104,1720.0,85,0.5466666666666667,0.8474052548408508,0.11532643437385559
-6.4772162437438965,0.8166666666666668,0.2040741890668869,8700.0,0.10635465383529663,1740.0,86,0.5666666666666665,0.8475152850151062,0.11528602987527847
-3.823939561843872,0.85,0.2041141837835312,8800.0,0.10634706169366837,1760.0,87,0.5833333333333334,0.8476541638374329,0.11521557718515396
-6.727684020996094,0.7833333333333333,0.20414985716342926,8900.0,0.10632187128067017,1780.0,88,0.5866666666666668,0.8477141261100769,0.11519131809473038
-5.934133052825928,0.8333333333333334,0.20417575538158417,9000.0,0.10637881606817245,1800.0,89,0.52,0.8478219509124756,0.11516465991735458
-5.707535266876221,0.8166666666666668,0.20422737300395966,9100.0,0.10636799782514572,1820.0,90,0.5866666666666667,0.8479188084602356,0.11510103195905685
-5.1863932609558105,0.8666666666666666,0.20425115525722504,9200.0,0.106381855905056,1840.0,91,0.57,0.8479891419410706,0.11511751264333725
-6.874542236328125,0.8333333333333334,0.20422713458538055,9300.0,0.10650432109832764,1860.0,92,0.5533333333333333,0.8480460047721863,0.11519202589988708
-3.083758592605591,0.9,0.2042575627565384,9400.0,0.10644078254699707,1880.0,93,0.6233333333333334,0.8481232523918152,0.11516142636537552
-5.6937737464904785,0.8166666666666665,0.20424897968769073,9500.0,0.10652962327003479,1900.0,94,0.53,0.8481642603874207,0.11525288969278336
-3.813582181930542,0.8999999999999999,0.20423008501529694,9600.0,0.10663042217493057,1920.0,95,0.5266666666666666,0.848271369934082,0.11531893163919449
-4.38700532913208,0.8666666666666667,0.20422708988189697,9700.0,0.10665103048086166,1940.0,96,0.5933333333333334,0.8483697772026062,0.11538352817296982
-3.6630566120147705,0.8833333333333333,0.20425422489643097,9800.0,0.10669100284576416,1960.0,97,0.5566666666666666,0.8484659790992737,0.11539024114608765
-2.4579060077667236,0.9,0.2042890042066574,9900.0,0.10674143582582474,1980.0,98,0.5366666666666667,0.8485350012779236,0.11543134599924088
-3.847170114517212,0.85,0.2042897790670395,10000.0,0.10679640620946884,2000.0,99,0.5666666666666665,0.8485863208770752,0.11531034111976624
