test/success_rate,stats_o/std,stats_g/mean,train/success_rate,test/episode,test/mean_Q,stats_o/mean,stats_g/std,epoch,train/episode
0.43333333333333335,0.0932249054312706,0.7989563941955566,0.14333333333333334,780.0,-13.691256523132324,0.18288560211658478,0.1709556132555008,38,3900.0
0.3333333333333333,0.09321263432502747,0.7998465895652771,0.14666666666666667,800.0,-15.126335144042969,0.1830410212278366,0.17071865499019623,39,4000.0
0.43333333333333335,0.09333053231239319,0.8006688952445984,0.15333333333333335,820.0,-13.090195655822754,0.18321888148784637,0.17077036201953888,40,4100.0
0.2833333333333334,0.09329795092344284,0.8011916279792786,0.13,840.0,-15.269742012023926,0.18333475291728973,0.1703728586435318,41,4200.0
0.55,0.09335466474294662,0.8019949793815613,0.12,860.0,-11.435928344726562,0.1835041642189026,0.17016158998012543,42,4300.0
0.5,0.0932440534234047,0.8026157021522522,0.18333333333333335,880.0,-11.882031440734863,0.18362408876419067,0.16978269815444946,43,4400.0
0.35000000000000003,0.09305695444345474,0.8033338189125061,0.15,900.0,-15.099007606506348,0.18378444015979767,0.16941900551319122,44,4500.0
0.43333333333333335,0.0929364338517189,0.8041365742683411,0.15666666666666668,920.0,-12.71088695526123,0.18398354947566986,0.16919271647930145,45,4600.0
0.3666666666666667,0.0928589478135109,0.8048944473266602,0.11333333333333333,940.0,-14.15381145477295,0.18414252996444702,0.1689620018005371,46,4700.0
0.6333333333333333,0.09268096834421158,0.8055042624473572,0.18000000000000002,960.0,-10.731629371643066,0.184254989027977,0.1686185598373413,47,4800.0
0.2833333333333333,0.09256825596094131,0.8061169981956482,0.15333333333333335,980.0,-14.806523323059082,0.18436317145824432,0.1683507114648819,48,4900.0
0.45,0.09243778139352798,0.8067450523376465,0.1366666666666667,1000.0,-15.514179229736328,0.1844600886106491,0.1681157350540161,49,5000.0
0.4833333333333334,0.09246260672807693,0.8072448372840881,0.18000000000000002,1020.0,-12.583802223205566,0.18453842401504517,0.16804440319538116,50,5100.0
0.39999999999999997,0.09250142425298691,0.807680606842041,0.17,1040.0,-13.672591209411621,0.18461447954177856,0.16791534423828125,51,5200.0
0.4833333333333334,0.09235169738531113,0.8080863952636719,0.16,1060.0,-13.240283012390137,0.1847255975008011,0.16754190623760223,52,5300.0
0.45,0.09223570674657822,0.8085780739784241,0.16,1080.0,-14.182085990905762,0.1847960501909256,0.16727392375469208,53,5400.0
0.5166666666666667,0.09225163608789444,0.8089917302131653,0.15333333333333332,1100.0,-12.333915710449219,0.18487244844436646,0.16706137359142303,54,5500.0
0.45,0.09219830483198166,0.8095167279243469,0.13,1120.0,-14.712307929992676,0.18496139347553253,0.16693085432052612,55,5600.0
0.5,0.09211724996566772,0.809826135635376,0.14666666666666667,1140.0,-14.732818603515625,0.18506364524364471,0.16671782732009888,56,5700.0
0.4166666666666667,0.09240599721670151,0.8101685643196106,0.12666666666666668,1160.0,-14.411113739013672,0.18513013422489166,0.16664890944957733,57,5800.0
0.2833333333333333,0.09243876487016678,0.81035977602005,0.14,1180.0,-17.654130935668945,0.1851988434791565,0.166679248213768,58,5900.0
0.5333333333333333,0.09260231256484985,0.8107416033744812,0.16,1200.0,-12.897906303405762,0.18528904020786285,0.166657954454422,59,6000.0
0.4000000000000001,0.09280750155448914,0.8108739256858826,0.16,1220.0,-14.945839881896973,0.18530212342739105,0.16677743196487427,60,6100.0
0.2833333333333334,0.09344897419214249,0.8109126091003418,0.15000000000000002,1240.0,-17.412872314453125,0.18531835079193115,0.16746149957180023,61,6200.0
0.35000000000000003,0.09381922334432602,0.8108465075492859,0.16,1260.0,-15.880276679992676,0.18532828986644745,0.16765332221984863,62,6300.0
0.4166666666666667,0.09424713999032974,0.8109390735626221,0.13333333333333333,1280.0,-16.257890701293945,0.1853892058134079,0.16796958446502686,63,6400.0
0.5166666666666666,0.09463883191347122,0.811107873916626,0.1466666666666667,1300.0,-12.77286434173584,0.18547165393829346,0.16823218762874603,64,6500.0
0.43333333333333335,0.09487216919660568,0.8112738728523254,0.16666666666666666,1320.0,-12.981024742126465,0.18552137911319733,0.16822142899036407,65,6600.0
0.3666666666666667,0.09506300091743469,0.8113508820533752,0.16666666666666666,1340.0,-16.004915237426758,0.18559128046035767,0.16853268444538116,66,6700.0
0.5166666666666667,0.09528405219316483,0.8114182949066162,0.12666666666666668,1360.0,-12.218213081359863,0.18558460474014282,0.16876870393753052,67,6800.0
0.4000000000000001,0.09547862410545349,0.8115951418876648,0.11,1380.0,-13.85763168334961,0.18560533225536346,0.168975368142128,68,6900.0
0.5333333333333333,0.09573350101709366,0.8117397427558899,0.16333333333333333,1400.0,-14.128527641296387,0.18564052879810333,0.16905330121517181,69,7000.0
0.5833333333333334,0.09581351280212402,0.8116274476051331,0.14333333333333334,1420.0,-12.6946439743042,0.18561594188213348,0.16919100284576416,70,7100.0
0.3833333333333333,0.09602724760770798,0.8117227554321289,0.14,1440.0,-15.311785697937012,0.1856418401002884,0.16936790943145752,71,7200.0
0.4166666666666667,0.09641744941473007,0.8118775486946106,0.18000000000000002,1460.0,-15.656208992004395,0.1856427639722824,0.16959117352962494,72,7300.0
0.4666666666666666,0.09659548848867416,0.8119015097618103,0.20000000000000004,1480.0,-13.44485855102539,0.18563570082187653,0.1696472316980362,73,7400.0
0.3833333333333333,0.09675568342208862,0.8119702339172363,0.15666666666666668,1500.0,-13.082584381103516,0.18567126989364624,0.16979612410068512,74,7500.0
0.5166666666666667,0.09688844531774521,0.8119462132453918,0.16666666666666666,1520.0,-13.510167121887207,0.18566249310970306,0.16979658603668213,75,7600.0
0.4666666666666666,0.09709995985031128,0.8121016621589661,0.1466666666666667,1540.0,-12.646926879882812,0.1856977343559265,0.16985398530960083,76,7700.0
0.43333333333333335,0.09734245389699936,0.8121283054351807,0.13333333333333333,1560.0,-15.291030883789062,0.18569828569889069,0.1700068563222885,77,7800.0
0.5833333333333333,0.09754303842782974,0.8121456503868103,0.18666666666666665,1580.0,-13.398089408874512,0.18572098016738892,0.17013712227344513,78,7900.0
0.5499999999999999,0.09768932312726974,0.8122243285179138,0.12333333333333335,1600.0,-12.91632080078125,0.1857089400291443,0.1701897382736206,79,8000.0
0.3333333333333333,0.09791180491447449,0.8123220801353455,0.16,1620.0,-15.56928539276123,0.18569761514663696,0.17050707340240479,80,8100.0
0.3,0.09803733229637146,0.8123703002929688,0.15666666666666665,1640.0,-15.016108512878418,0.18571478128433228,0.1704949289560318,81,8200.0
0.43333333333333335,0.0982201099395752,0.8124008178710938,0.15,1660.0,-14.48666000366211,0.18571452796459198,0.1706477552652359,82,8300.0
0.3666666666666667,0.09839463233947754,0.8124110102653503,0.16,1680.0,-15.829185485839844,0.18573208153247833,0.1707308143377304,83,8400.0
0.43333333333333335,0.09865645319223404,0.8124310970306396,0.16,1700.0,-14.160008430480957,0.1857609897851944,0.1709233969449997,84,8500.0
0.5499999999999999,0.09883300215005875,0.8124420642852783,0.13,1720.0,-13.901585578918457,0.18576978147029877,0.17110027372837067,85,8600.0
0.4000000000000001,0.09910542517900467,0.8123769164085388,0.16333333333333333,1740.0,-15.790999412536621,0.18576757609844208,0.17139087617397308,86,8700.0
0.3833333333333333,0.09934481978416443,0.8123463988304138,0.16666666666666666,1760.0,-14.87301254272461,0.1857723593711853,0.1715744584798813,87,8800.0
0.2833333333333334,0.09944626688957214,0.8123948574066162,0.18333333333333335,1780.0,-16.82349395751953,0.18579040467739105,0.17179597914218903,88,8900.0
0.4000000000000001,0.09962725639343262,0.8124534487724304,0.16666666666666666,1800.0,-15.500042915344238,0.18580611050128937,0.17189531028270721,89,9000.0
0.5333333333333333,0.09988246113061905,0.812486469745636,0.17666666666666667,1820.0,-12.155125617980957,0.1858379989862442,0.1720433235168457,90,9100.0
0.3666666666666667,0.09996869415044785,0.8124592304229736,0.19666666666666668,1840.0,-13.734166145324707,0.18580633401870728,0.17199093103408813,91,9200.0
0.3666666666666667,0.1000443622469902,0.8125417232513428,0.16333333333333333,1860.0,-15.900802612304688,0.18585394322872162,0.17202280461788177,92,9300.0
0.4833333333333334,0.10021557658910751,0.8126655220985413,0.18666666666666668,1880.0,-15.099343299865723,0.185877725481987,0.17203707993030548,93,9400.0
0.45,0.10026367753744125,0.8128365874290466,0.14333333333333334,1900.0,-15.103271484375,0.18589675426483154,0.17209206521511078,94,9500.0
0.45,0.10034328699111938,0.8129258155822754,0.16,1920.0,-13.363886833190918,0.18591229617595673,0.17215581238269806,95,9600.0
0.3333333333333333,0.10045386105775833,0.8130491375923157,0.16666666666666666,1940.0,-14.257376670837402,0.18594233691692352,0.17215417325496674,96,9700.0
0.7166666666666667,0.10058101266622543,0.8131911754608154,0.19666666666666666,1960.0,-10.867474555969238,0.18597431480884552,0.1722908616065979,97,9800.0
0.43333333333333335,0.10066893696784973,0.8132836222648621,0.20000000000000004,1980.0,-13.136004447937012,0.1860261708498001,0.17227385938167572,98,9900.0
0.45,0.10071149468421936,0.8134011626243591,0.19666666666666666,2000.0,-14.000775337219238,0.18605072796344757,0.17231042683124542,99,10000.0
