stats_o/std,epoch,train/episode,stats_o/mean,stats_g/mean,stats_g/std,test/success_rate,test/mean_Q,test/episode,train/success_rate
0.09627018123865128,38,3900.0,0.18143291771411896,0.7951237559318542,0.17532949149608612,0.3499999999999999,-14.284113883972168,780.0,0.12
0.09708231687545776,39,4000.0,0.18153543770313263,0.7954110503196716,0.17615151405334473,0.3166666666666667,-15.473045349121094,800.0,0.12666666666666668
0.09802258759737015,40,4100.0,0.18168054521083832,0.7958576083183289,0.17655225098133087,0.3166666666666667,-13.889607429504395,820.0,0.10999999999999999
0.09882674366235733,41,4200.0,0.18181705474853516,0.7959985136985779,0.17698748409748077,0.2333333333333333,-16.440568923950195,840.0,0.10333333333333335
0.09986937791109085,42,4300.0,0.18191760778427124,0.7960436940193176,0.17753593623638153,0.3666666666666667,-12.592994689941406,860.0,0.11666666666666665
0.10043636709451675,43,4400.0,0.18201833963394165,0.7963359355926514,0.17787952721118927,0.45,-12.588250160217285,880.0,0.11333333333333334
0.10114523023366928,44,4500.0,0.18211092054843903,0.7966828942298889,0.17839698493480682,0.35000000000000003,-13.469731330871582,900.0,0.1366666666666667
0.1014324203133583,45,4600.0,0.18223203718662262,0.7969493269920349,0.17849116027355194,0.2333333333333333,-14.096287727355957,920.0,0.13333333333333333
0.10191395878791809,46,4700.0,0.18240272998809814,0.7974743247032166,0.1786617487668991,0.3333333333333333,-13.001885414123535,940.0,0.10999999999999999
0.10217896103858948,47,4800.0,0.18249480426311493,0.7979352474212646,0.17862188816070557,0.48333333333333334,-11.100626945495605,960.0,0.1566666666666667
0.10241242498159409,48,4900.0,0.1826469451189041,0.7984611392021179,0.17886491119861603,0.3666666666666667,-13.186184883117676,980.0,0.13
0.10241406410932541,49,5000.0,0.18273921310901642,0.798896849155426,0.17864756286144257,0.3499999999999999,-13.493939399719238,1000.0,0.12666666666666668
0.10262569040060043,50,5100.0,0.18279272317886353,0.7993626594543457,0.17850656807422638,0.3833333333333333,-11.957442283630371,1020.0,0.16
0.10293485969305038,51,5200.0,0.1828220635652542,0.799741804599762,0.17851947247982025,0.4166666666666667,-12.716510772705078,1040.0,0.1366666666666667
0.10310190171003342,52,5300.0,0.18289919197559357,0.8000208735466003,0.1786811351776123,0.4000000000000001,-13.185722351074219,1060.0,0.18000000000000002
0.10309188812971115,53,5400.0,0.18303459882736206,0.8005068898200989,0.17851020395755768,0.3833333333333333,-13.95849895477295,1080.0,0.18666666666666668
0.10312535613775253,54,5500.0,0.18312448263168335,0.8009074330329895,0.17834706604480743,0.4666666666666666,-12.97740650177002,1100.0,0.17333333333333334
0.10309665650129318,55,5600.0,0.18323422968387604,0.80135178565979,0.17816154658794403,0.6,-11.624299049377441,1120.0,0.17666666666666667
0.10308148711919785,56,5700.0,0.18337613344192505,0.8018028140068054,0.17802470922470093,0.43333333333333335,-12.205883979797363,1140.0,0.15333333333333335
0.10309728235006332,57,5800.0,0.1834813505411148,0.802135169506073,0.1779617816209793,0.48333333333333334,-12.485215187072754,1160.0,0.14333333333333334
0.10324322432279587,58,5900.0,0.18357618153095245,0.8024099469184875,0.1778348833322525,0.43333333333333335,-13.424518585205078,1180.0,0.14666666666666667
0.10333159565925598,59,6000.0,0.18365681171417236,0.8028739094734192,0.1776311993598938,0.43333333333333335,-11.914253234863281,1200.0,0.21000000000000005
0.10356412082910538,60,6100.0,0.18373270332813263,0.803109347820282,0.17777974903583527,0.4666666666666666,-11.764179229736328,1220.0,0.20666666666666667
0.10375011712312698,61,6200.0,0.1837780922651291,0.8033013343811035,0.17775867879390717,0.39999999999999997,-13.247596740722656,1240.0,0.15666666666666668
0.10378608852624893,62,6300.0,0.1838938593864441,0.8036701679229736,0.17744310200214386,0.3833333333333333,-13.694003105163574,1260.0,0.16666666666666666
0.10380063205957413,63,6400.0,0.18399129807949066,0.804084300994873,0.17723508179187775,0.5833333333333334,-12.332615852355957,1280.0,0.17666666666666667
0.10380124300718307,64,6500.0,0.18410253524780273,0.8044150471687317,0.1770969033241272,0.48333333333333334,-12.100186347961426,1300.0,0.22999999999999998
0.10398861020803452,65,6600.0,0.18419164419174194,0.8047379851341248,0.17715485394001007,0.43333333333333335,-11.183639526367188,1320.0,0.18666666666666668
0.10408235341310501,66,6700.0,0.18430835008621216,0.8049905300140381,0.17707766592502594,0.4833333333333334,-11.50234317779541,1340.0,0.18333333333333335
0.1043170914053917,67,6800.0,0.18439847230911255,0.8051450252532959,0.17704878747463226,0.48333333333333334,-10.077072143554688,1360.0,0.19999999999999998
0.10466068983078003,68,6900.0,0.18445700407028198,0.8053841590881348,0.1771802455186844,0.5333333333333333,-8.636042594909668,1380.0,0.18999999999999997
0.10473319888114929,69,7000.0,0.18453775346279144,0.8057188987731934,0.1770702749490738,0.55,-9.809834480285645,1400.0,0.19999999999999998
0.10480792075395584,70,7100.0,0.1845841407775879,0.8059272170066833,0.17689378559589386,0.5666666666666668,-10.7086763381958,1420.0,0.14
0.10497968643903732,71,7200.0,0.18463297188282013,0.8062065243721008,0.17674608528614044,0.5166666666666667,-11.68292236328125,1440.0,0.16
0.10514571517705917,72,7300.0,0.18466930091381073,0.8064942955970764,0.1766686886548996,0.5833333333333334,-10.79769229888916,1460.0,0.19666666666666668
0.1053224503993988,73,7400.0,0.18473945558071136,0.8067843914031982,0.17666558921337128,0.5333333333333333,-9.609280586242676,1480.0,0.20000000000000004
0.1053997054696083,74,7500.0,0.184801384806633,0.80694979429245,0.1766076534986496,0.5833333333333334,-9.200119972229004,1500.0,0.20000000000000004
0.1055048331618309,75,7600.0,0.18485422432422638,0.8070528507232666,0.17656688392162323,0.4833333333333334,-11.257428169250488,1520.0,0.20666666666666667
0.10556286573410034,76,7700.0,0.1849253624677658,0.8073238730430603,0.17636851966381073,0.5166666666666666,-8.958867073059082,1540.0,0.17666666666666667
0.10558903962373734,77,7800.0,0.1849738359451294,0.807580292224884,0.1761469841003418,0.3666666666666667,-11.064896583557129,1560.0,0.19999999999999998
0.10565171390771866,78,7900.0,0.18502210080623627,0.8078340888023376,0.17622365057468414,0.43333333333333335,-11.045997619628906,1580.0,0.21
0.10574778914451599,79,8000.0,0.18507514894008636,0.8082048296928406,0.17618970572948456,0.5,-9.19025707244873,1600.0,0.19666666666666666
0.10581149905920029,80,8100.0,0.1851283758878708,0.8084707856178284,0.17620183527469635,0.5499999999999999,-9.654248237609863,1620.0,0.21666666666666667
0.10580644011497498,81,8200.0,0.1851862519979477,0.8087274432182312,0.17609786987304688,0.3166666666666667,-10.560443878173828,1640.0,0.22666666666666666
0.10578475147485733,82,8300.0,0.18521113693714142,0.8089939951896667,0.17602849006652832,0.4166666666666667,-10.59525203704834,1660.0,0.19333333333333333
0.10577309876680374,83,8400.0,0.18526838719844818,0.8092424273490906,0.17602717876434326,0.5666666666666667,-9.594917297363281,1680.0,0.16666666666666666
0.10575509071350098,84,8500.0,0.18532820045948029,0.8095418810844421,0.17588157951831818,0.5,-10.306450843811035,1700.0,0.19000000000000003
0.10567744821310043,85,8600.0,0.1853981614112854,0.8097639083862305,0.17584247887134552,0.6333333333333333,-8.466644287109375,1720.0,0.15666666666666665
0.10571036487817764,86,8700.0,0.18546365201473236,0.8100314140319824,0.17572902143001556,0.3,-13.035670280456543,1740.0,0.17666666666666667
0.10575374960899353,87,8800.0,0.18552464246749878,0.8102052807807922,0.1757556051015854,0.5,-10.781073570251465,1760.0,0.15333333333333335
0.10569170117378235,88,8900.0,0.18558616936206818,0.8104343414306641,0.17559988796710968,0.4166666666666667,-14.702494621276855,1780.0,0.23666666666666666
0.10576728731393814,89,9000.0,0.18568535149097443,0.8107243180274963,0.17559094727039337,0.45,-11.257229804992676,1800.0,0.15666666666666665
0.10572465509176254,90,9100.0,0.18573693931102753,0.8109363913536072,0.17543929815292358,0.4666666666666666,-11.401135444641113,1820.0,0.18000000000000002
0.1059727743268013,91,9200.0,0.1857483834028244,0.8110173344612122,0.17545141279697418,0.5833333333333334,-11.46629810333252,1840.0,0.18000000000000002
0.10597357898950577,92,9300.0,0.18582160770893097,0.8111760020256042,0.1754290908575058,0.55,-10.831520080566406,1860.0,0.23666666666666666
0.1060352697968483,93,9400.0,0.1858927458524704,0.8113078474998474,0.17539800703525543,0.5333333333333333,-12.957715034484863,1880.0,0.19333333333333336
0.10604957491159439,94,9500.0,0.18595319986343384,0.8115643858909607,0.17524267733097076,0.4000000000000001,-13.57175350189209,1900.0,0.22666666666666666
0.10607212036848068,95,9600.0,0.1859923154115677,0.8117406368255615,0.1752406358718872,0.45,-12.602557182312012,1920.0,0.19666666666666666
0.10618216544389725,96,9700.0,0.18603022396564484,0.8118227124214172,0.17534224689006805,0.5666666666666667,-11.114700317382812,1940.0,0.19666666666666668
0.10618868470191956,97,9800.0,0.1860719472169876,0.8119986057281494,0.1751813441514969,0.4833333333333334,-11.67425537109375,1960.0,0.19000000000000003
0.10631657391786575,98,9900.0,0.1861085295677185,0.8121337890625,0.1751374751329422,0.65,-10.242411613464355,1980.0,0.20666666666666667
0.10632016509771347,99,10000.0,0.18614286184310913,0.81231689453125,0.17510515451431274,0.45,-13.004599571228027,2000.0,0.18000000000000002
