test/success_rate,train/episode,stats_o/std,train/success_rate,test/episode,stats_g/std,stats_o/mean,stats_g/mean,epoch,test/mean_Q
0.3499999999999999,3900.0,0.09627018123865128,0.12,780.0,0.17532949149608612,0.18143291771411896,0.7951237559318542,38,-14.284113883972168
0.3166666666666667,4000.0,0.09708231687545776,0.12666666666666668,800.0,0.17615151405334473,0.18153543770313263,0.7954110503196716,39,-15.473045349121094
0.3166666666666667,4100.0,0.09802258759737015,0.10999999999999999,820.0,0.17655225098133087,0.18168054521083832,0.7958576083183289,40,-13.889607429504395
0.2333333333333333,4200.0,0.09882674366235733,0.10333333333333335,840.0,0.17698748409748077,0.18181705474853516,0.7959985136985779,41,-16.440568923950195
0.3666666666666667,4300.0,0.09986937791109085,0.11666666666666665,860.0,0.17753593623638153,0.18191760778427124,0.7960436940193176,42,-12.592994689941406
0.45,4400.0,0.10043636709451675,0.11333333333333334,880.0,0.17787952721118927,0.18201833963394165,0.7963359355926514,43,-12.588250160217285
0.35000000000000003,4500.0,0.10114523023366928,0.1366666666666667,900.0,0.17839698493480682,0.18211092054843903,0.7966828942298889,44,-13.469731330871582
0.2333333333333333,4600.0,0.1014324203133583,0.13333333333333333,920.0,0.17849116027355194,0.18223203718662262,0.7969493269920349,45,-14.096287727355957
0.3333333333333333,4700.0,0.10191395878791809,0.10999999999999999,940.0,0.1786617487668991,0.18240272998809814,0.7974743247032166,46,-13.001885414123535
0.48333333333333334,4800.0,0.10217896103858948,0.1566666666666667,960.0,0.17862188816070557,0.18249480426311493,0.7979352474212646,47,-11.100626945495605
0.3666666666666667,4900.0,0.10241242498159409,0.13,980.0,0.17886491119861603,0.1826469451189041,0.7984611392021179,48,-13.186184883117676
0.3499999999999999,5000.0,0.10241406410932541,0.12666666666666668,1000.0,0.17864756286144257,0.18273921310901642,0.798896849155426,49,-13.493939399719238
