test/episode,test/success_rate,train/success_rate,train/episode,stats_g/std,epoch,stats_o/std,stats_g/mean,test/mean_Q,stats_o/mean
780.0,0.45,0.36999999999999994,3900.0,0.10529204457998276,38,0.10516589879989624,0.8454360961914062,-18.612503051757812,0.20462734997272491
800.0,0.5833333333333334,0.37333333333333335,4000.0,0.10561058670282364,39,0.10569176077842712,0.8453320860862732,-16.034879684448242,0.20463652908802032
820.0,0.5333333333333333,0.4066666666666667,4100.0,0.10568568110466003,40,0.1062072291970253,0.8453848958015442,-16.658180236816406,0.20469160377979279
840.0,0.5333333333333333,0.44,4200.0,0.10581295937299728,41,0.10670500993728638,0.8453519344329834,-15.246342658996582,0.20471782982349396
860.0,0.4833333333333334,0.41,4300.0,0.10572125762701035,42,0.10705337673425674,0.8454935550689697,-16.66890525817871,0.20476646721363068
880.0,0.5833333333333334,0.4033333333333333,4400.0,0.10586481541395187,43,0.10762695223093033,0.8454983830451965,-15.188949584960938,0.20477361977100372
900.0,0.5,0.41,4500.0,0.10607083886861801,44,0.10795941203832626,0.8454532027244568,-19.91259765625,0.20477519929409027
920.0,0.5333333333333333,0.4033333333333333,4600.0,0.10614778846502304,45,0.10826101154088974,0.8454660773277283,-16.3356990814209,0.204844132065773
940.0,0.55,0.42333333333333334,4700.0,0.1062248945236206,46,0.10892775654792786,0.845426619052887,-17.36020851135254,0.20485572516918182
960.0,0.4666666666666666,0.48333333333333334,4800.0,0.10620518773794174,47,0.10941364616155624,0.845377504825592,-19.960153579711914,0.2048311084508896
980.0,0.6833333333333332,0.4633333333333333,4900.0,0.10644835233688354,48,0.10987767577171326,0.8453052639961243,-13.358734130859375,0.20490525662899017
1000.0,0.5833333333333334,0.45,5000.0,0.1063380017876625,49,0.11004636436700821,0.8452407717704773,-18.246702194213867,0.20489293336868286
