test/episode,epoch,stats_o/std,test/success_rate,test/mean_Q,stats_g/mean,train/episode,train/success_rate,stats_o/mean,stats_g/std
20.0,0,0.031026119366288185,0.6833333333333332,-0.6594412326812744,0.8519296646118164,20.0,0.18333333333333335,0.25554895401000977,0.09592405706644058
40.0,1,0.029603084549307823,0.9333333333333332,-0.6242437958717346,0.8547945022583008,40.0,0.6333333333333333,0.2565692961215973,0.08993393182754517
60.0,2,0.029344504699110985,1.0,-0.5439254641532898,0.8573558926582336,60.0,0.8166666666666668,0.25758031010627747,0.08822468668222427
80.0,3,0.029858684167265892,1.0,-0.425015926361084,0.8628223538398743,80.0,0.8833333333333333,0.25909581780433655,0.0892435684800148
100.0,4,0.029969537630677223,1.0,-0.33893609046936035,0.8659923076629639,100.0,0.7666666666666666,0.2600143551826477,0.08871062844991684
120.0,5,0.03023914434015751,1.0,-0.24201853573322296,0.8664930462837219,120.0,0.7666666666666666,0.26013416051864624,0.0886729285120964
140.0,6,0.03011014498770237,1.0,-0.15588539838790894,0.8669907450675964,140.0,0.8500000000000001,0.2602553367614746,0.08760511875152588
160.0,7,0.030110061168670654,1.0,-0.11159179359674454,0.8685700297355652,160.0,0.7833333333333333,0.2607089579105377,0.08706275373697281
180.0,8,0.030214309692382812,1.0,-0.12154940515756607,0.8691104054450989,180.0,0.7833333333333333,0.2608604431152344,0.08693506568670273
200.0,9,0.030397221446037292,1.0,-0.14100302755832672,0.8697898983955383,200.0,0.8333333333333334,0.26105788350105286,0.08705609291791916
220.0,10,0.030405649915337563,1.0,-0.09211894124746323,0.8697077631950378,220.0,0.8666666666666666,0.2610287666320801,0.08683948963880539
240.0,11,0.030463313683867455,1.0,-0.11902878433465958,0.8700485825538635,240.0,0.8166666666666668,0.2611432671546936,0.08668044209480286
260.0,12,0.03049865923821926,1.0,-0.09704633802175522,0.8704838752746582,260.0,0.8166666666666668,0.26127129793167114,0.08664417266845703
280.0,13,0.030569806694984436,1.0,-0.09255268424749374,0.8719070553779602,280.0,0.65,0.2616438567638397,0.08669179677963257
300.0,14,0.030571406707167625,1.0,-0.10720998793840408,0.8722701072692871,300.0,0.7833333333333333,0.2617756128311157,0.0864967331290245
320.0,15,0.030604898929595947,1.0,-0.1408436894416809,0.8728346228599548,320.0,0.7666666666666666,0.2619190514087677,0.08647695183753967
340.0,16,0.03063155710697174,1.0,-0.08908287435770035,0.8729515075683594,340.0,0.65,0.2619646191596985,0.08650379627943039
360.0,17,0.030670979991555214,1.0,-0.09518951177597046,0.8733565211296082,360.0,0.8666666666666666,0.2620678246021271,0.08650675415992737
380.0,18,0.030686786398291588,1.0,-0.11181002855300903,0.8733298182487488,380.0,0.7333333333333334,0.26206353306770325,0.08649507910013199
400.0,19,0.030775198712944984,1.0,-0.14678733050823212,0.8736489415168762,400.0,0.85,0.2621515393257141,0.08676359802484512
420.0,20,0.030798280611634254,1.0,-0.07183370739221573,0.8739416599273682,420.0,0.75,0.26224619150161743,0.08677461743354797
440.0,21,0.03082416020333767,1.0,-0.09985222667455673,0.873849093914032,440.0,0.8666666666666667,0.262221097946167,0.08684360980987549
460.0,22,0.03078257478773594,1.0,-0.10474395751953125,0.8742146492004395,460.0,0.7666666666666666,0.2623167634010315,0.08666080236434937
480.0,23,0.030763855203986168,1.0,-0.06763514131307602,0.8748517036437988,480.0,0.7833333333333333,0.26247745752334595,0.08658409118652344
500.0,24,0.030770516023039818,1.0,-0.07388103753328323,0.8751029968261719,500.0,0.7166666666666667,0.2625388205051422,0.08658629655838013
520.0,25,0.030778774991631508,1.0,-0.09416500478982925,0.8752291798591614,520.0,0.8000000000000002,0.2625683546066284,0.08661199361085892
540.0,26,0.030787581577897072,1.0,-0.11359494924545288,0.8753148913383484,540.0,0.85,0.26258885860443115,0.08663702011108398
560.0,27,0.030760278925299644,1.0,-0.0802479013800621,0.8754210472106934,560.0,0.6999999999999998,0.2626146078109741,0.08649536967277527
580.0,28,0.03078564442694187,1.0,-0.0974658951163292,0.875289261341095,580.0,0.7999999999999999,0.26258641481399536,0.08654048293828964
600.0,29,0.030729467049241066,1.0,-0.052153438329696655,0.8751921653747559,600.0,0.6833333333333332,0.26255494356155396,0.08634041994810104
620.0,30,0.030723491683602333,1.0,-0.09092242270708084,0.8753774762153625,620.0,0.7999999999999999,0.26261013746261597,0.08633235841989517
640.0,31,0.030720189213752747,1.0,-0.07154310494661331,0.8755747675895691,640.0,0.7666666666666667,0.2626599669456482,0.08625680953264236
660.0,32,0.030778497457504272,1.0,-0.09542594105005264,0.8754326701164246,660.0,0.7833333333333333,0.2626275420188904,0.08640656620264053
680.0,33,0.030800282955169678,1.0,-0.11027443408966064,0.8755257725715637,680.0,0.75,0.2626560926437378,0.08646748214960098
700.0,34,0.030793795362114906,1.0,-0.08824648708105087,0.8754951357841492,700.0,0.7333333333333334,0.26265254616737366,0.08642038702964783
720.0,35,0.03077593445777893,1.0,-0.08005449920892715,0.8757144808769226,720.0,0.7000000000000001,0.2627118229866028,0.08634471893310547
740.0,36,0.030766651034355164,1.0,-0.09320458024740219,0.8758305907249451,740.0,0.8166666666666668,0.2627396285533905,0.08629079908132553
760.0,37,0.03077489696443081,1.0,-0.09970013052225113,0.8758236765861511,760.0,0.7333333333333334,0.26273149251937866,0.08630748838186264
780.0,38,0.030777478590607643,1.0,-0.09050460904836655,0.8759148120880127,780.0,0.6999999999999998,0.2627626061439514,0.08629906922578812
800.0,39,0.03079921565949917,1.0,-0.08423954248428345,0.8761317729949951,800.0,0.8333333333333334,0.2628258466720581,0.08635663986206055
820.0,40,0.030802050605416298,1.0,-0.099881112575531,0.8760420680046082,820.0,0.8500000000000001,0.2628024220466614,0.08632403612136841
840.0,41,0.030820226296782494,1.0,-0.08384423702955246,0.8762402534484863,840.0,0.7666666666666666,0.26285994052886963,0.08636758476495743
860.0,42,0.030844449996948242,1.0,-0.10046705603599548,0.8761946558952332,860.0,0.75,0.2628536820411682,0.08644264936447144
880.0,43,0.0308360755443573,1.0,-0.09375705569982529,0.876317024230957,880.0,0.7666666666666666,0.2628924548625946,0.08640953153371811
900.0,44,0.030826857313513756,1.0,-0.10081756114959717,0.8762782216072083,900.0,0.75,0.2628832459449768,0.08637604117393494
920.0,45,0.03079921565949917,1.0,-0.06496009975671768,0.8761284947395325,920.0,0.7166666666666667,0.2628474831581116,0.08626273274421692
940.0,46,0.030810236930847168,1.0,-0.08153670281171799,0.8761451244354248,940.0,0.7166666666666668,0.2628484070301056,0.0862855389714241
960.0,47,0.030849874019622803,1.0,-0.11339321732521057,0.8760673999786377,960.0,0.75,0.26282691955566406,0.08640364557504654
980.0,48,0.030863935127854347,1.0,-0.08655301481485367,0.87628173828125,980.0,0.7666666666666666,0.2628829777240753,0.08642333745956421
1000.0,49,0.03084501065313816,1.0,-0.059571314603090286,0.8765867352485657,1000.0,0.7333333333333334,0.26296722888946533,0.08635309338569641
