train/success_rate,epoch,stats_o/mean,stats_o/std,stats_g/mean,test/mean_Q,test/episode,train/episode,stats_g/std,test/success_rate
0.8333333333333334,39,0.2628258466720581,0.03079921565949917,0.8761317729949951,-0.08423954248428345,800.0,800.0,0.08635663986206055,1.0
0.8500000000000001,40,0.2628024220466614,0.030802050605416298,0.8760420680046082,-0.099881112575531,820.0,820.0,0.08632403612136841,1.0
0.7666666666666666,41,0.26285994052886963,0.030820226296782494,0.8762402534484863,-0.08384423702955246,840.0,840.0,0.08636758476495743,1.0
0.75,42,0.2628536820411682,0.030844449996948242,0.8761946558952332,-0.10046705603599548,860.0,860.0,0.08644264936447144,1.0
0.7666666666666666,43,0.2628924548625946,0.0308360755443573,0.876317024230957,-0.09375705569982529,880.0,880.0,0.08640953153371811,1.0
0.75,44,0.2628832459449768,0.030826857313513756,0.8762782216072083,-0.10081756114959717,900.0,900.0,0.08637604117393494,1.0
0.7166666666666667,45,0.2628474831581116,0.03079921565949917,0.8761284947395325,-0.06496009975671768,920.0,920.0,0.08626273274421692,1.0
0.7166666666666668,46,0.2628484070301056,0.030810236930847168,0.8761451244354248,-0.08153670281171799,940.0,940.0,0.0862855389714241,1.0
0.75,47,0.26282691955566406,0.030849874019622803,0.8760673999786377,-0.11339321732521057,960.0,960.0,0.08640364557504654,1.0
0.7666666666666666,48,0.2628829777240753,0.030863935127854347,0.87628173828125,-0.08655301481485367,980.0,980.0,0.08642333745956421,1.0
0.7333333333333334,49,0.26296722888946533,0.03084501065313816,0.8765867352485657,-0.059571314603090286,1000.0,1000.0,0.08635309338569641,1.0
