train/episode,stats_g/mean,test/success_rate,stats_o/std,test/mean_Q,train/success_rate,epoch,stats_g/std,test/episode,stats_o/mean
3900.0,0.7951237559318542,0.3499999999999999,0.09627018123865128,-14.284113883972168,0.12,38,0.17532949149608612,780.0,0.18143291771411896
4000.0,0.7954110503196716,0.3166666666666667,0.09708231687545776,-15.473045349121094,0.12666666666666668,39,0.17615151405334473,800.0,0.18153543770313263
4100.0,0.7958576083183289,0.3166666666666667,0.09802258759737015,-13.889607429504395,0.10999999999999999,40,0.17655225098133087,820.0,0.18168054521083832
4200.0,0.7959985136985779,0.2333333333333333,0.09882674366235733,-16.440568923950195,0.10333333333333335,41,0.17698748409748077,840.0,0.18181705474853516
4300.0,0.7960436940193176,0.3666666666666667,0.09986937791109085,-12.592994689941406,0.11666666666666665,42,0.17753593623638153,860.0,0.18191760778427124
4400.0,0.7963359355926514,0.45,0.10043636709451675,-12.588250160217285,0.11333333333333334,43,0.17787952721118927,880.0,0.18201833963394165
4500.0,0.7966828942298889,0.35000000000000003,0.10114523023366928,-13.469731330871582,0.1366666666666667,44,0.17839698493480682,900.0,0.18211092054843903
4600.0,0.7969493269920349,0.2333333333333333,0.1014324203133583,-14.096287727355957,0.13333333333333333,45,0.17849116027355194,920.0,0.18223203718662262
4700.0,0.7974743247032166,0.3333333333333333,0.10191395878791809,-13.001885414123535,0.10999999999999999,46,0.1786617487668991,940.0,0.18240272998809814
4800.0,0.7979352474212646,0.48333333333333334,0.10217896103858948,-11.100626945495605,0.1566666666666667,47,0.17862188816070557,960.0,0.18249480426311493
4900.0,0.7984611392021179,0.3666666666666667,0.10241242498159409,-13.186184883117676,0.13,48,0.17886491119861603,980.0,0.1826469451189041
5000.0,0.798896849155426,0.3499999999999999,0.10241406410932541,-13.493939399719238,0.12666666666666668,49,0.17864756286144257,1000.0,0.18273921310901642
